State_County,County,State_abbr,State_full,County_ST,FedDistrict,Pop2020,Pop2010,GDP_2021,Lat,Lon
Mississippi_Holmes County,Holmes,MS,Mississippi,"Holmes, MS",8,16726,19198,312159,33.1259415,-90.0911968
Mississippi_Humphreys County,Humphreys,MS,Mississippi,"Humphreys, MS",8,7827,9375,212076,33.1309962,-90.5234209
Mississippi_Issaquena County,Issaquena,MS,Mississippi,"Issaquena, MS",6,1220,1406,26099,32.7555393,-91.0035351
Mississippi_Itawamba County,Itawamba,MS,Mississippi,"Itawamba, MS",8,23261,23401,654866,34.2810747,-88.3631269
Mississippi_Jackson County,Jackson,MS,Mississippi,"Jackson, MS",6,143802,139668,8754979,30.4560045,-88.6251005
Mississippi_Jasper County,Jasper,MS,Mississippi,"Jasper, MS",6,16332,17062,601272,32.0169894,-89.1194302
Mississippi_Jefferson County,Jefferson,MS,Mississippi,"Jefferson, MS",6,6997,7726,112822,31.7336333,-91.0438779
Mississippi_Jefferson Davis County,Jefferson Davis,MS,Mississippi,"Jefferson Davis, MS",6,10890,12487,191789,31.5648075,-89.8270863
Mississippi_Jones County,Jones,MS,Mississippi,"Jones, MS",6,67993,67761,2757650,31.6166011,-89.1685317
Mississippi_Kemper County,Kemper,MS,Mississippi,"Kemper, MS",6,9521,10456,341839,32.7501361,-88.6256306
Mississippi_Lafayette County,Lafayette,MS,Mississippi,"Lafayette, MS",8,54408,47351,2448715,34.3492982,-89.4859026
Mississippi_Lamar County,Lamar,MS,Mississippi,"Lamar, MS",6,64165,55658,2059741,31.1975865,-89.5063691
Mississippi_Lauderdale County,Lauderdale,MS,Mississippi,"Lauderdale, MS",6,73751,80261,3877370,32.4039981,-88.6604487
Mississippi_Lawrence County,Lawrence,MS,Mississippi,"Lawrence, MS",6,12480,12929,370521,31.5500087,-90.1075299
Mississippi_Leake County,Leake,MS,Mississippi,"Leake, MS",6,22741,23805,660542,32.7606302,-89.5222495
Mississippi_Lee County,Lee,MS,Mississippi,"Lee, MS",8,85466,82910,5493194,34.2923703,-88.6824388
Mississippi_Leflore County,Leflore,MS,Mississippi,"Leflore, MS",8,27854,32317,1398838,33.5497896,-90.2949343
Mississippi_Lincoln County,Lincoln,MS,Mississippi,"Lincoln, MS",6,33936,34869,1326197,31.5352155,-90.4535663
Mississippi_Lowndes County,Lowndes,MS,Mississippi,"Lowndes, MS",8,58309,59779,3224055,33.4714237,-88.4397227
Mississippi_Madison County,Madison,MS,Mississippi,"Madison, MS",6,106871,95203,7331668,32.6343703,-90.0341603
Mississippi_Marion County,Marion,MS,Mississippi,"Marion, MS",6,24441,27088,969630,31.2301672,-89.821712
Mississippi_Marshall County,Marshall,MS,Mississippi,"Marshall, MS",8,35301,37144,892490,34.7661897,-89.504231
Mississippi_Monroe County,Monroe,MS,Mississippi,"Monroe, MS",8,35123,36989,1087764,33.8900295,-88.4850379
Mississippi_Montgomery County,Montgomery,MS,Mississippi,"Montgomery, MS",8,9661,10925,222759,33.5007144,-89.6396251
Mississippi_Neshoba County,Neshoba,MS,Mississippi,"Neshoba, MS",6,28996,29676,1189901,32.752518,-89.1192743
Mississippi_Newton County,Newton,MS,Mississippi,"Newton, MS",6,20866,21720,573410,32.4019702,-89.1184115
Mississippi_Noxubee County,Noxubee,MS,Mississippi,"Noxubee, MS",8,10236,11545,308452,33.1065082,-88.5660044
Mississippi_Oktibbeha County,Oktibbeha,MS,Mississippi,"Oktibbeha, MS",8,49789,47671,1990440,33.4223134,-88.8761514
Mississippi_Panola County,Panola,MS,Mississippi,"Panola, MS",8,33848,34707,1166080,34.3652052,-89.9630654
Mississippi_Pearl River County,Pearl River,MS,Mississippi,"Pearl River, MS",6,55876,55834,1274678,30.7747929,-89.5869043
Mississippi_Perry County,Perry,MS,Mississippi,"Perry, MS",6,11862,12250,353364,31.1693073,-88.9887554
Mississippi_Pike County,Pike,MS,Mississippi,"Pike, MS",6,38997,40404,1255917,31.1775158,-90.3977277
Mississippi_Pontotoc County,Pontotoc,MS,Mississippi,"Pontotoc, MS",8,32461,29957,1080452,34.2270808,-89.0372387
Mississippi_Prentiss County,Prentiss,MS,Mississippi,"Prentiss, MS",8,25013,25276,685850,34.6205664,-88.5221836
Mississippi_Quitman County,Quitman,MS,Mississippi,"Quitman, MS",8,6760,8223,112244,34.2528327,-90.2901707
Mississippi_Rankin County,Rankin,MS,Mississippi,"Rankin, MS",6,155975,141617,7786220,32.2671233,-89.946063
Mississippi_Scott County,Scott,MS,Mississippi,"Scott, MS",6,28061,28264,1289703,32.4271272,-89.5332094
Mississippi_Sharkey County,Sharkey,MS,Mississippi,"Sharkey, MS",6,4160,4916,121764,32.8923946,-90.8276129
Mississippi_Simpson County,Simpson,MS,Mississippi,"Simpson, MS",6,26629,27503,696508,31.9025047,-89.9177086
Mississippi_Smith County,Smith,MS,Mississippi,"Smith, MS",6,15779,16491,471155,32.0190291,-89.4948768
Mississippi_Stone County,Stone,MS,Mississippi,"Stone, MS",6,18360,17786,474662,30.790184,-89.112297
Mississippi_Sunflower County,Sunflower,MS,Mississippi,"Sunflower, MS",8,24740,29450,775913,33.6055289,-90.5950901
Mississippi_Tallahatchie County,Tallahatchie,MS,Mississippi,"Tallahatchie, MS",8,13707,15378,319269,33.9545268,-90.1722451
Mississippi_Tate County,Tate,MS,Mississippi,"Tate, MS",8,28539,28886,572277,34.6495527,-89.9431054
Mississippi_Tippah County,Tippah,MS,Mississippi,"Tippah, MS",8,21748,22232,764659,34.7636183,-88.9188185
Mississippi_Tishomingo County,Tishomingo,MS,Mississippi,"Tishomingo, MS",8,19275,19593,636036,34.7376972,-88.236064
Mississippi_Tunica County,Tunica,MS,Mississippi,"Tunica, MS",8,9392,10778,555568,34.6522011,-90.3717697
Mississippi_Union County,Union,MS,Mississippi,"Union, MS",8,28866,27134,1247090,34.4895325,-89.0023393
Mississippi_Walthall County,Walthall,MS,Mississippi,"Walthall, MS",6,14294,15443,319708,31.164492,-90.1034306
Mississippi_Warren County,Warren,MS,Mississippi,"Warren, MS",6,44841,48773,2727629,32.3560946,-90.8523838
Mississippi_Washington County,Washington,MS,Mississippi,"Washington, MS",8,42837,51137,1587436,33.273174,-90.9444459
Mississippi_Wayne County,Wayne,MS,Mississippi,"Wayne, MS",6,20317,20747,694810,31.642503,-88.678214
Mississippi_Webster County,Webster,MS,Mississippi,"Webster, MS",8,9676,10253,220696,33.6120482,-89.2838356
Mississippi_Wilkinson County,Wilkinson,MS,Mississippi,"Wilkinson, MS",6,8351,9878,186959,31.1610908,-91.3246169
Mississippi_Winston County,Winston,MS,Mississippi,"Winston, MS",8,17845,19198,578667,33.0787236,-89.0373913
Mississippi_Yalobusha County,Yalobusha,MS,Mississippi,"Yalobusha, MS",8,11982,12678,364224,34.0306661,-89.7038072
Mississippi_Yazoo County,Yazoo,MS,Mississippi,"Yazoo, MS",6,26982,28065,748872,32.7656747,-90.3879282
Missouri_Adair County,Adair,MO,Missouri,"Adair, MO",8,25399,25607,887363,40.1906655,-92.6035922
Missouri_Andrew County,Andrew,MO,Missouri,"Andrew, MO",10,17586,17291,383355,39.9888628,-94.8035511
Missouri_Atchison County,Atchison,MO,Missouri,"Atchison, MO",10,5096,5685,441296,40.431846,-95.4375546
Missouri_Audrain County,Audrain,MO,Missouri,"Audrain, MO",8,24835,25529,1026899,39.2144798,-91.8434148
Missouri_Barry County,Barry,MO,Missouri,"Barry, MO",8,35818,35597,1636941,36.6993756,-93.8343344
Missouri_Barton County,Barton,MO,Missouri,"Barton, MO",10,11592,12402,423027,37.5007989,-94.3440893
Missouri_Bates County,Bates,MO,Missouri,"Bates, MO",10,16242,17049,533000,38.2572171,-94.3392459
Missouri_Benton County,Benton,MO,Missouri,"Benton, MO",10,19627,19056,452166,38.3010358,-93.2879421
Missouri_Bollinger County,Bollinger,MO,Missouri,"Bollinger, MO",8,12111,12363,220777,37.3183458,-90.0246043
Missouri_Boone County,Boone,MO,Missouri,"Boone, MO",8,182991,162642,11309187,38.9898614,-92.3102022
Missouri_Buchanan County,Buchanan,MO,Missouri,"Buchanan, MO",10,86530,89201,5647905,39.6603695,-94.8081728
Missouri_Butler County,Butler,MO,Missouri,"Butler, MO",8,42178,42794,1693412,36.7151802,-90.40313
Missouri_Caldwell County,Caldwell,MO,Missouri,"Caldwell, MO",10,9051,9424,255214,39.6589977,-93.9791785
Missouri_Callaway County,Callaway,MO,Missouri,"Callaway, MO",8,44887,44332,1864860,38.835547,-91.9234458
Missouri_Camden County,Camden,MO,Missouri,"Camden, MO",8,46414,44002,1850074,38.0265275,-92.7653271
Missouri_Cape Girardeau County,Cape Girardeau,MO,Missouri,"Cape Girardeau, MO",8,79512,75674,4443552,37.3841408,-89.6856575
Missouri_Carroll County,Carroll,MO,Missouri,"Carroll, MO",10,8554,9295,371891,39.4273754,-93.5002266
Missouri_Carter County,Carter,MO,Missouri,"Carter, MO",8,5991,6265,147456,36.9448579,-90.9457051
Missouri_Cass County,Cass,MO,Missouri,"Cass, MO",10,106806,99478,3247220,38.6464737,-94.3545467
Missouri_Cedar County,Cedar,MO,Missouri,"Cedar, MO",10,14322,13982,332042,37.7336549,-93.8500144
Missouri_Chariton County,Chariton,MO,Missouri,"Chariton, MO",10,7360,7831,331038,39.5179685,-92.9616205
Missouri_Christian County,Christian,MO,Missouri,"Christian, MO",8,90655,77422,2144362,36.9697388,-93.1876139
Missouri_Clark County,Clark,MO,Missouri,"Clark, MO",8,6830,7139,173722,40.4072747,-91.729472
Missouri_Clay County,Clay,MO,Missouri,"Clay, MO",10,253463,221939,13936780,39.3155512,-94.4215024
Missouri_Clinton County,Clinton,MO,Missouri,"Clinton, MO",10,20553,20743,464465,39.6087233,-94.3958028
Missouri_Cole County,Cole,MO,Missouri,"Cole, MO",8,76191,75990,6079250,38.5032331,-92.2800271
Missouri_Cooper County,Cooper,MO,Missouri,"Cooper, MO",10,17102,17601,501901,38.8453861,-92.8123231
Missouri_Crawford County,Crawford,MO,Missouri,"Crawford, MO",8,23739,24696,751005,37.9665605,-91.3139328
Missouri_Dade County,Dade,MO,Missouri,"Dade, MO",8,7568,7883,211274,37.4323495,-93.854878
Missouri_Dallas County,Dallas,MO,Missouri,"Dallas, MO",8,17219,16777,292337,37.6835825,-93.0338146
Missouri_Daviess County,Daviess,MO,Missouri,"Daviess, MO",10,8283,8433,183877,39.9628387,-93.970053
Missouri_DeKalb County,DeKalb,MO,Missouri,"DeKalb, MO",10,10944,12892,360232,39.8946645,-94.4071901
Missouri_Dent County,Dent,MO,Missouri,"Dent, MO",8,15481,15657,440433,37.6030721,-91.4897172
Missouri_Douglas County,Douglas,MO,Missouri,"Douglas, MO",8,13344,13684,237539,36.9465168,-92.5158918
Missouri_Dunklin County,Dunklin,MO,Missouri,"Dunklin, MO",8,28878,31953,842147,36.3069045,-90.065394
Missouri_Franklin County,Franklin,MO,Missouri,"Franklin, MO",8,104469,101492,5412044,38.4130031,-91.072832
Missouri_Gasconade County,Gasconade,MO,Missouri,"Gasconade, MO",8,14566,15222,514990,38.4411826,-91.5057795
Missouri_Gentry County,Gentry,MO,Missouri,"Gentry, MO",10,6484,6738,242876,40.2081271,-94.4053211
Missouri_Greene County,Greene,MO,Missouri,"Greene, MO",8,294997,275174,19642844,37.2581957,-93.3406409
Missouri_Grundy County,Grundy,MO,Missouri,"Grundy, MO",10,9595,10261,363303,40.1125409,-93.5650538
Missouri_Harrison County,Harrison,MO,Missouri,"Harrison, MO",10,8321,8957,283238,40.34562,-93.9925818
Missouri_Henry County,Henry,MO,Missouri,"Henry, MO",10,22076,22272,857899,38.3864909,-93.7926278
Missouri_Hickory County,Hickory,MO,Missouri,"Hickory, MO",10,9586,9627,160639,37.9367003,-93.3228345
Missouri_Holt County,Holt,MO,Missouri,"Holt, MO",10,4232,4912,239864,40.095724,-95.2190716
Missouri_Howard County,Howard,MO,Missouri,"Howard, MO",10,10001,10144,266090,39.143365,-92.6959255
Missouri_Howell County,Howell,MO,Missouri,"Howell, MO",8,40262,40400,1391330,36.7743685,-91.8873677
Missouri_Iron County,Iron,MO,Missouri,"Iron, MO",8,10098,10630,479169,37.5943638,-90.9846823
Missouri_Jackson County,Jackson,MO,Missouri,"Jackson, MO",10,705925,674158,53240292,39.0053359,-94.3431655
Missouri_Jasper County,Jasper,MO,Missouri,"Jasper, MO",10,121648,117404,5967352,37.2051967,-94.3372594
Missouri_Jefferson County,Jefferson,MO,Missouri,"Jefferson, MO",8,226543,218733,6145926,38.257664,-90.5436197
Missouri_Johnson County,Johnson,MO,Missouri,"Johnson, MO",10,54219,52595,2098659,38.741528,-93.8118634
Missouri_Knox County,Knox,MO,Missouri,"Knox, MO",8,3940,4131,133816,40.1368559,-92.1468345
Missouri_Laclede County,Laclede,MO,Missouri,"Laclede, MO",8,35895,35571,1414726,37.6596977,-92.594843
Missouri_Lafayette County,Lafayette,MO,Missouri,"Lafayette, MO",10,33006,33381,1002515,39.0687048,-93.8026388
Missouri_Lawrence County,Lawrence,MO,Missouri,"Lawrence, MO",8,38175,38634,994443,37.1065898,-93.8305507
Missouri_Lewis County,Lewis,MO,Missouri,"Lewis, MO",8,9810,10211,268546,40.0845592,-91.7288031
Missouri_Lincoln County,Lincoln,MO,Missouri,"Lincoln, MO",8,60119,52566,1560760,39.0622547,-90.9629165
Missouri_Linn County,Linn,MO,Missouri,"Linn, MO",10,11830,12761,448894,39.8644404,-93.108019
Missouri_Livingston County,Livingston,MO,Missouri,"Livingston, MO",10,14413,15195,658763,39.778587,-93.5482013
Missouri_Macon County,McDonald,MO,Missouri,"McDonald, MO",8,15095,15566,827908,39.829795,-92.56434
Missouri_Madison County,Macon,MO,Missouri,"Macon, MO",8,12113,12226,602836,37.4744807,-90.3434128
Missouri_Maries County,Madison,MO,Missouri,"Madison, MO",8,8795,9176,329330,38.1626154,-91.923601
Missouri_Marion County,Maries,MO,Missouri,"Maries, MO",8,28423,28781,209530,39.8075383,-91.6353791
Missouri_McDonald County,Marion,MO,Missouri,"Marion, MO",10,22900,23083,1375481,36.630218,-94.3439556
Missouri_Mercer County,Mercer,MO,Missouri,"Mercer, MO",10,3558,3785,122991,40.4214135,-93.5676313
Missouri_Miller County,Miller,MO,Missouri,"Miller, MO",8,25791,24748,793871,38.2166802,-92.4298762
Missouri_Mississippi County,Mississippi,MO,Missouri,"Mississippi, MO",8,12691,14358,408853,36.826264,-89.2959286
Missouri_Moniteau County,Moniteau,MO,Missouri,"Moniteau, MO",8,15585,15607,518901,38.6330371,-92.5836417
Missouri_Monroe County,Monroe,MO,Missouri,"Monroe, MO",8,8672,8840,222517,39.4982695,-92.0064582
Missouri_Montgomery County,Montgomery,MO,Missouri,"Montgomery, MO",8,11294,12236,442350,38.9351835,-91.465427
Missouri_Morgan County,Morgan,MO,Missouri,"Morgan, MO",10,20716,20565,603017,38.4208069,-92.8748352
Missouri_New Madrid County,New Madrid,MO,Missouri,"New Madrid, MO",8,16693,18956,1169123,36.5942608,-89.6559485
Missouri_Newton County,Newton,MO,Missouri,"Newton, MO",10,58451,58114,2351710,36.9083639,-94.3350211
Missouri_Nodaway County,Nodaway,MO,Missouri,"Nodaway, MO",10,21743,23370,849494,40.3611359,-94.8831457
Missouri_Oregon County,Oregon,MO,Missouri,"Oregon, MO",8,10411,10881,214893,36.6853104,-91.4018272
Missouri_Osage County,Osage,MO,Missouri,"Osage, MO",8,13535,13878,493964,38.4642535,-91.8595036
Missouri_Ozark County,Ozark,MO,Missouri,"Ozark, MO",8,9083,9723,149741,36.6495904,-92.4585492
Missouri_Pemiscot County,Pemiscot,MO,Missouri,"Pemiscot, MO",8,15600,18296,514026,36.2099162,-89.7859419
Missouri_Perry County,Perry,MO,Missouri,"Perry, MO",8,19194,18971,1234059,37.7111296,-89.8021249
Missouri_Pettis County,Pettis,MO,Missouri,"Pettis, MO",10,42490,42201,1980527,38.7273667,-93.2852073
Missouri_Phelps County,Phelps,MO,Missouri,"Phelps, MO",8,44414,45156,1744999,37.8663263,-91.7903492
Missouri_Pike County,Pike,MO,Missouri,"Pike, MO",8,17552,18516,620560,39.3399592,-91.1716071
Missouri_Platte County,Platte,MO,Missouri,"Platte, MO",10,106532,89322,7691214,39.3786957,-94.7614717
Missouri_Polk County,Polk,MO,Missouri,"Polk, MO",8,32490,31137,900021,37.6167611,-93.4008166
Missouri_Pulaski County,Pulaski,MO,Missouri,"Pulaski, MO",8,52709,52274,2523072,37.8248346,-92.2070224
Missouri_Putnam County,Putnam,MO,Missouri,"Putnam, MO",10,4688,4979,136218,40.4786055,-93.0145314
Missouri_Ralls County,Ralls,MO,Missouri,"Ralls, MO",8,10299,10167,775677,39.5534554,-91.5247867
Missouri_Randolph County,Randolph,MO,Missouri,"Randolph, MO",8,24409,25414,1426036,39.4392486,-92.4929595
Missouri_Ray County,Ray,MO,Missouri,"Ray, MO",10,22915,23494,562736,39.3084005,-93.9957462
Missouri_Reynolds County,Reynolds,MO,Missouri,"Reynolds, MO",8,6198,6696,283344,37.3664637,-90.9722821
Missouri_Ripley County,Ripley,MO,Missouri,"Ripley, MO",8,13300,14100,240899,36.6489018,-90.8670597
Missouri_Saline County,Saline,MO,Missouri,"Saline, MO",10,22858,23370,1058877,39.1358403,-93.2041639
Missouri_Schuyler County,Schuyler,MO,Missouri,"Schuyler, MO",8,4534,4431,112462,40.4693611,-92.5190156
Missouri_Scotland County,Scotland,MO,Missouri,"Scotland, MO",8,4871,4843,159854,40.4476855,-92.1428235
Missouri_Scott County,Scott,MO,Missouri,"Scott, MO",8,38288,39191,1862508,37.0477927,-89.5680975
Missouri_Shannon County,Shannon,MO,Missouri,"Shannon, MO",8,8203,8441,160693,37.1524984,-91.3913284
Missouri_Shelby County,Shelby,MO,Missouri,"Shelby, MO",8,5919,6373,211001,39.7975309,-92.0887194
Missouri_St. Charles County,St. Charles,MO,Missouri,"St. Charles, MO",8,406204,360485,19921247,38.7811023,-90.6749153
Missouri_St. Clair County,St. Clair,MO,Missouri,"St. Clair, MO",10,9689,9805,185429,38.0422304,-93.7765602
Missouri_St. Francois County,St. Francois,MO,Missouri,"St. Francois, MO",8,66485,65359,1980742,37.8107068,-90.4738684
Missouri_St. Louis County,St. Louis,MO,Missouri,"St. Louis, MO",8,994020,998954,88951431,38.6407022,-90.4459541
Missouri_Ste. Genevieve County,Ste. Genevieve,MO,Missouri,"Ste. Genevieve, MO",8,17924,18145,774429,37.8858449,-90.1615306
Missouri_Stoddard County,Stoddard,MO,Missouri,"Stoddard, MO",8,29001,29968,1329497,36.8515565,-89.9474812
Missouri_Stone County,Stone,MO,Missouri,"Stone, MO",8,32465,32202,812924,36.751004,-93.4737009
Missouri_Sullivan County,Sullivan,MO,Missouri,"Sullivan, MO",10,6033,6714,506161,40.209587,-93.1097826
Missouri_Taney County,Taney,MO,Missouri,"Taney, MO",8,56104,51675,2720124,36.6498267,-93.0428188
Missouri_Texas County,Texas,MO,Missouri,"Texas, MO",8,25112,26008,560781,37.3142565,-91.9644783
Missouri_Vernon County,Vernon,MO,Missouri,"Vernon, MO",10,20388,21159,938359,37.8501957,-94.3415972
Missouri_Warren County,Warren,MO,Missouri,"Warren, MO",8,36594,32513,1024257,38.761902,-91.1593065
Missouri_Washington County,Washington,MO,Missouri,"Washington, MO",8,24604,25195,470938,37.9426107,-90.8970179
Missouri_Wayne County,Wayne,MO,Missouri,"Wayne, MO",8,12769,13521,249464,37.1110737,-90.4539307
Missouri_Webster County,Webster,MO,Missouri,"Webster, MO",8,39859,36202,951196,37.2808043,-92.8760795
Missouri_Worth County,Worth,MO,Missouri,"Worth, MO",10,1953,2171,52100,40.4801929,-94.4187476
Missouri_Wright County,Wright,MO,Missouri,"Wright, MO",8,18325,18815,381044,37.2676356,-92.4800104
Montana_Beaverhead County,Beaverhead,MT,Montana,"Beaverhead, MT",9,9483,9246,434398,45.1338633,-112.8928694
Montana_Big Horn County,Big Horn,MT,Montana,"Big Horn, MT",9,13063,12865,758401,45.407869,-107.5181625
Montana_Blaine County,Blaine,MT,Montana,"Blaine, MT",9,6568,6491,213699,48.4282823,-108.9676475
Montana_Broadwater County,Broadwater,MT,Montana,"Broadwater, MT",9,6444,5612,209016,46.3298486,-111.4978728
Montana_Carbon County,Carbon,MT,Montana,"Carbon, MT",9,10921,10078,413574,45.2244683,-109.0285543
Montana_Carter County,Carter,MT,Montana,"Carter, MT",9,1235,1160,42992,45.5168247,-104.5153243
Montana_Cascade County,Cascade,MT,Montana,"Cascade, MT",9,81346,81327,4150622,47.3165751,-111.3502622
Montana_Chouteau County,Chouteau,MT,Montana,"Chouteau, MT",9,5699,5813,223471,47.8868343,-110.4362004
Montana_Custer County,Custer,MT,Montana,"Custer, MT",9,11292,11699,552917,46.2614136,-105.5503521
Montana_Daniels County,Daniels,MT,Montana,"Daniels, MT",9,1638,1751,134331,48.794429,-105.5417385
Montana_Dawson County,Dawson,MT,Montana,"Dawson, MT",9,8555,8966,480780,47.2661301,-104.8982713
Montana_Deer Lodge County,Deer Lodge,MT,Montana,"Deer Lodge, MT",9,9204,9298,318303,46.0946716,-113.1416236
Montana_Fallon County,Fallon,MT,Montana,"Fallon, MT",9,2826,2890,241175,46.3181841,-104.4057182
Montana_Fergus County,Fergus,MT,Montana,"Fergus, MT",9,11104,11586,601714,47.2252211,-109.2321376
Montana_Flathead County,Flathead,MT,Montana,"Flathead, MT",9,105851,90928,5351129,48.3146779,-114.0542951
Montana_Gallatin County,Gallatin,MT,Montana,"Gallatin, MT",9,116806,89513,8088790,45.5180536,-111.1639214
Montana_Garfield County,Garfield,MT,Montana,"Garfield, MT",9,1268,1206,42518,47.2671843,-106.9959912
Montana_Glacier County,Glacier,MT,Montana,"Glacier, MT",9,13594,13399,456199,48.7056706,-112.9905023
Montana_Golden Valley County,Golden Valley,MT,Montana,"Golden Valley, MT",9,827,884,23761,46.3806243,-109.1745855
Montana_Granite County,Granite,MT,Montana,"Granite, MT",9,3317,3079,123396,46.3959554,-113.4273564
Montana_Hill County,Hill,MT,Montana,"Hill, MT",9,16358,16096,782882,48.6319595,-110.106321
Montana_Jefferson County,Jefferson,MT,Montana,"Jefferson, MT",9,12360,11406,294232,46.1242317,-112.0594284
Montana_Judith Basin County,Judith Basin,MT,Montana,"Judith Basin, MT",9,1994,2072,102333,47.032558,-110.30532
Montana_Lake County,Lake,MT,Montana,"Lake, MT",9,30986,28746,1017619,47.6429007,-114.0836866
Montana_Lewis and Clark County,Lewis and Clark,MT,Montana,"Lewis and Clark, MT",9,70229,63395,4145809,47.1221055,-112.38289
Montana_Liberty County,Liberty,MT,Montana,"Liberty, MT",9,2369,2339,284824,48.5596541,-111.0369242
Montana_Lincoln County,Lincoln,MT,Montana,"Lincoln, MT",9,20343,19687,675381,48.5523847,-115.4631849
Montana_Madison County,Madison,MT,Montana,"Madison, MT",9,8959,7691,576299,45.3252895,-111.9137914
Montana_McCone County,McCone,MT,Montana,"McCone, MT",9,1648,1734,117589,47.6296277,-105.757222
Montana_Meagher County,Meagher,MT,Montana,"Meagher, MT",9,1831,1891,73401,46.5856996,-110.9217396
Montana_Mineral County,Mineral,MT,Montana,"Mineral, MT",9,4544,4223,127787,47.1519417,-115.0656272
Montana_Missoula County,Missoula,MT,Montana,"Missoula, MT",9,121630,109299,6780085,47.0272632,-113.8926911
Montana_Musselshell County,Musselshell,MT,Montana,"Musselshell, MT",9,4669,4538,278152,46.5052807,-108.4397631
Montana_Park County,Park,MT,Montana,"Park, MT",9,16760,15636,781858,45.4214291,-110.5327601
Montana_Petroleum County,Petroleum,MT,Montana,"Petroleum, MT",9,500,494,10625,47.1419168,-108.2265753
Montana_Phillips County,Phillips,MT,Montana,"Phillips, MT",9,3919,4253,165087,48.2501432,-107.9288973
Montana_Pondera County,Pondera,MT,Montana,"Pondera, MT",9,5782,6153,219466,48.2286037,-112.2207612
Montana_Powder River County,Powder River,MT,Montana,"Powder River, MT",9,1681,1743,201686,45.4089262,-105.555344
Montana_Powell County,Powell,MT,Montana,"Powell, MT",9,6817,7027,242745,46.8442254,-112.9310998
Montana_Prairie County,Prairie,MT,Montana,"Prairie, MT",9,1067,1179,35959,46.8123837,-105.5039937
Montana_Ravalli County,Ravalli,MT,Montana,"Ravalli, MT",9,45002,40212,1420223,46.0777441,-114.105795
Montana_Richland County,Richland,MT,Montana,"Richland, MT",9,11043,9746,1025502,47.785633,-104.5634082
Montana_Roosevelt County,Roosevelt,MT,Montana,"Roosevelt, MT",9,10964,10425,529540,48.2827471,-104.9951698
Montana_Rosebud County,Rosebud,MT,Montana,"Rosebud, MT",9,8836,9233,763125,46.1732331,-106.6667462
Montana_Sanders County,Sanders,MT,Montana,"Sanders, MT",9,12157,11413,421305,47.7564968,-115.1803062
Montana_Sheridan County,Sheridan,MT,Montana,"Sheridan, MT",9,3261,3384,235219,48.7055228,-104.5339129
Montana_Silver Bow County,Silver Bow,MT,Montana,"Silver Bow, MT",9,35180,34200,1771097,45.8962319,-112.6600714
Montana_Stillwater County,Stillwater,MT,Montana,"Stillwater, MT",9,9888,9117,667810,45.6585447,-109.3815759
Montana_Sweet Grass County,Sweet Grass,MT,Montana,"Sweet Grass, MT",9,3684,3651,277081,45.8112917,-109.944796
Montana_Teton County,Teton,MT,Montana,"Teton, MT",9,6249,6073,240636,47.8190352,-112.2817249
Montana_Toole County,Toole,MT,Montana,"Toole, MT",9,4686,5324,340500,48.6451246,-111.7334723
Montana_Treasure County,Treasure,MT,Montana,"Treasure, MT",9,695,718,89005,46.2294408,-107.2857723
Montana_Valley County,Valley,MT,Montana,"Valley, MT",9,7359,7369,503178,48.3498496,-106.6704238
Montana_Wheatland County,Wheatland,MT,Montana,"Wheatland, MT",9,2157,2168,94483,46.4970466,-109.8571467
Montana_Wibaux County,Wibaux,MT,Montana,"Wibaux, MT",9,939,1017,56887,46.9629657,-104.2745184
Montana_Yellowstone County,Yellowstone,MT,Montana,"Yellowstone, MT",9,162990,147972,10489257,45.9369867,-108.2766564
Nebraska_Adams County,Adams,NE,Nebraska,"Adams, NE",10,31321,31364,2121978,40.5206322,-98.5000441
Nebraska_Antelope County,Antelope,NE,Nebraska,"Antelope, NE",10,6264,6685,727013,42.1832253,-98.0580367
Nebraska_Arthur County,Arthur,NE,Nebraska,"Arthur, NE",10,466,460,19895,41.5719297,-101.6959166
Nebraska_Banner County,Banner,NE,Nebraska,"Banner, NE",10,786,690,46090,41.5397495,-103.7262626
Nebraska_Blaine County,Blaine,NE,Nebraska,"Blaine, NE",10,457,478,26772,41.931945,-99.9964074
Nebraska_Boone County,Boone,NE,Nebraska,"Boone, NE",10,5096,5505,534233,41.7039345,-98.0704764
Nebraska_Box Butte County,Box Butte,NE,Nebraska,"Box Butte, NE",10,10696,11308,653970,42.2103804,-103.0817795
Nebraska_Boyd County,Boyd,NE,Nebraska,"Boyd, NE",10,1860,2099,130891,42.8944477,-98.7730221
Nebraska_Brown County,Brown,NE,Nebraska,"Brown, NE",10,2981,3145,220273,42.3595618,-99.9239198
Nebraska_Buffalo County,Buffalo,NE,Nebraska,"Buffalo, NE",10,50114,46102,3418656,40.855226,-99.0749833
Nebraska_Burt County,Burt,NE,Nebraska,"Burt, NE",10,6477,6858,385018,41.8541794,-96.3377462
Nebraska_Butler County,Butler,NE,Nebraska,"Butler, NE",10,7960,8395,418576,41.2260724,-97.1320395
Nebraska_Cass County,Cass,NE,Nebraska,"Cass, NE",10,26232,25241,1012151,40.9098778,-96.1406086
Nebraska_Cedar County,Cedar,NE,Nebraska,"Cedar, NE",10,8414,8852,573319,42.6045604,-97.2568696
Nebraska_Chase County,Chase,NE,Nebraska,"Chase, NE",10,3840,3966,393890,40.5303903,-101.6941918
